GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Thu Jul 27 11:16:02 2017
Sequence file name: seq.fna
Model file name: /home/genemark/bin/gmsuite/heu_11.mod
RBS: false

Model information: Heuristic_model_for_genetic_code_11_and_GC_51

FASTA definition line: Chromosome dna:chromosome chromosome:ASM80076v1:Chromosome:1:4558660:1 REF
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 2054        -     2178537     2181032         2496        1
 2055        -     2181033     2181752          720        1
 2056        -     2181787     2182329          543        1
 2057        -     2183166     2184305         1140        1
 2058        +     2184398     2186440         2043        1
 2059        +     2186581     2187405          825        1
 2060        +     2187517     2189454         1938        1
 2061        +     2189417     2190376          960        1
 2062        +     2190386     2194018         3633        1
 2063        +     2194079     2194396          318        1
 2064        +     2194637     2195791         1155        1
 2065        +     2195802     2198081         2280        1
 2066        +     2198074     2199210         1137        1
 2067        +     2199207     2201051         1845        1
 2068        +     2201320     2201793          474        1
 2069        -     2201833     2202303          471        1
 2070        -     2202350     2203069          720        1
 2071        -     2203066     2204751         1686        1
 2072        +     2204973     2205704          732        1
 2073        -     2205852     2206583          732        1
 2074        -     2206588     2207514          927        1
 2075        -     2207507     2208664         1158        1
 2076        -     2208671     2209588          918        1
 2077        -     2209799     2212168         2370        1
 2078        +     2212301     2214007         1707        1
 2079        -     2214045     2214986          942        1
 2080        -     2215151     2215762          612        1
 2081        +     2215872     2216486          615        1
 2082        -     2216616     2217377          762        1
 2083        -     2217430     2218626         1197        1
 2084        -     2218656     2218946          291        1
 2085        -     2219545     2220558         1014        1
 2086        +     2220731     2221129          399        1
 2087        +     2221126     2221821          696        1
 2088        +     2221951     2222835          885        1
 2089        +     2222985     2223704          720        1
 2090        +     2223707     2223946          240        1
 2091        +     2224140     2225378         1239        1
 2092        +     2225372     2226607         1236        1
 2093        -     2226850     2227860         1011        1
 2094        -     2228002     2228505          504        1
 2095        -     2228728     2230128         1401        1
 2096        -     2230234     2231232          999        1
 2097        -     2231512     2232552         1041        1
 2098        -     2232694     2233851         1158        1
 2099        -     2233868     2234536          669        1
 2100        +     2234794     2235630          837        1
 2101        -     2235662     2237653         1992        1
 2102        -     2237947     2239416         1470        1
 2103        -     2239621     2240502          882        1
 2104        +     2240601     2241650         1050        1
 2105        +     2241724     2242581          858        1
 2106        +     2242584     2243672         1089        1
 2107        -     2243779     2245029         1251        1
 2108        -     2245129     2246070          942        1
 2109        +     2246200     2246898          699        1
 2110        -     2246969     2248219         1251        1
 2111        -     2248313     2249251          939        1
 2112        -     2249239     2250180          942        1
 2113        -     2250603     2252294         1692        1
 2114        -     2252311     2253249          939        1
 2115        -     2253249     2254379         1131        1
 2116        +     2254747     2255928         1182        1
 2117        -     2255925     2256113          189        1
 2118        +     2256334     2256906          573        1
 2119        +     2257129     2258595         1467        1
 2120        +     2258713     2259699          987        1
 2121        +     2259702     2260451          750        1
 2122        +     2260863     2261429          567        1
 2123        +     2261610     2263166         1557        1
 2124        +     2263248     2265062         1815        1
 2125        +     2265063     2266157         1095        1
 2126        +     2266157     2267182         1026        1
 2127        +     2267184     2268773         1590        1
 2128        -     2269454     2270587         1134        1
 2129        -     2270672     2271367          696        1
 2130        +     2271516     2273276         1761        1
 2131        +     2273401     2273685          285        1
 2132        -     2273824     2274831         1008        1
 2133        +     2275013     2275240          228        1
 2134        +     2275260     2277020         1761        1
 2135        -     2277274     2279784         2511        1
 2136        -     2279949     2280965         1017        1
 2137        +     2281354     2282031          678        1
 2138        -     2282242     2283294         1053        1
 2139        -     2283291     2283848          558        1
 2140        -     2283845     2285788         1944        1
 2141        -     2285785     2286264          480        1
 2142        -     2286261     2286470          210        1
 2143        -     2286467     2287204          738        1
 2144        -     2287246     2287908          663        1
 2145        -     2287905     2288522          618        1
 2146        -     2288541     2289143          603        1
 2147        -     2289153     2289623          471        1
 2148        -     2289599     2290462          864        1
 2149        -     2290449     2291144          696        1
 2150        -     2291151     2293637         2487        1
 2151        -     2293634     2293897          264        1
 2152        +     2294768     2295277          510        1
 2153        -     2295992     2297638         1647        1
 2154        -     2297856     2299499         1644        1
 2155        -     2299575     2300225          651        1
 2156        -     2300225     2301289         1065        1
 2157        -     2301363     2302418         1056        1
 2158        -     2302530     2303633         1104        1
 2159        +     2304372     2307044         2673        1
 2160        +     2307061     2307711          651        1
 2161        -     2307911     2310712         2802        1
 2162        +     2310972     2312753         1782        1
 2163        +     2312750     2314135         1386        1
 2164        +     2314331     2314993          663        1
 2165        +     2314993     2315643          651        1
 2166        +     2315640     2316962         1323        1
 2167        +     2316993     2318177         1185        1
 2168        -     2318251     2319027          777        1
 2169        -     2319032     2320681         1650        1
 2170        -     2320682     2321167          486        1
 2171        -     2321183     2325196         4014        1
 2172        -     2325220     2325843          624        1
 2173        -     2325840     2327528         1689        1
 2174        -     2327677     2330304         2628        1
 2175        +     2330403     2331173          771        1
 2176        -     2331301     2335053         3753        1
 2177        +     2335749     2338034         2286        1
 2178        +     2338229     2339398         1170        1
 2179        +     2339398     2339652          255        1
 2180        -     2339706     2340356          651        1
 2181        +     2340571     2340777          207        1
 2182        -     2340819     2341934         1116        1
 2183        -     2341900     2343258         1359        1
 2184        +     2343531     2345159         1629        1
 2185        +     2345149     2346408         1260        1
 2186        +     2346405     2347595         1191        1
 2187        +     2347839     2348687          849        1
 2188        +     2348700     2348885          186        1
 2189        -     2348926     2349729          804        1
 2190        -     2349747     2351036         1290        1
 2191        -     2351383     2352309          927        1
 2192        -     2352312     2353094          783        1
 2193        -     2353314     2354516         1203        1
 2194        -     2354616     2355158          543        1
 2195        +     2355500     2355862          363        1
 2196        -     2355901     2356479          579        1
 2197        +     2356793     2357950         1158        1
 2198        +     2357954     2358922          969        1
 2199        +     2358922     2360904         1983        1
 2200        +     2360901     2361791          891        1
 2201        +     2361791     2363443         1653        1
 2202        +     2363440     2363775          336        1
 2203        +     2363775     2364161          387        1
 2204        -     2364155     2364451          297        1
 2205        -     2364531     2365886         1356        1
 2206        -     2365883     2366845          963        1
 2207        -     2366845     2367702          858        1
 2208        -     2367717     2368475          759        1
 2209        -     2368472     2370142         1671        1
 2210        -     2370231     2371526         1296        1
 2211        -     2371605     2371910          306        1
 2212        -     2371965     2372426          462        1
 2213        +     2372491     2373408          918        1
 2214        +     2373596     2374807         1212        1
 2215        -     2374878     2376605         1728        1
 2216        +     2376743     2377714          972        1
 2217        +     2377817     2378320          504        1
 2218        -     2378593     2379309          717        1
 2219        +     2379464     2379940          477        1
 2220        +     2379996     2380847          852        1
 2221        -     2380931     2382388         1458        1
 2222        -     2382395     2383924         1530        1
 2223        -     2384088     2385929         1842        1
 2224        -     2385926     2386228          303        1
 2225        -     2386225     2386779          555        1
 2226        -     2386791     2387333          543        1
 2227        -     2387348     2388325          978        1
 2228        -     2388322     2391054         2733        1
 2229        -     2391101     2392438         1338        1
 2230        -     2392435     2392935          501        1
 2231        -     2392938     2394740         1803        1
 2232        -     2394834     2395496          663        1
 2233        -     2395512     2395955          444        1
 2234        -     2396586     2397524          939        1
 2235        +     2398444     2399661         1218        1
 2236        -     2399670     2399870          201        1
 2237        +     2399859     2400344          486        1
 2238        -     2400403     2402235         1833        1
 2239        -     2402322     2402990          669        1
 2240        -     2402983     2403477          495        1
 2241        -     2403560     2404015          456        1
 2242        -     2404084     2404215          132        1
 2243        +     2404353     2405555         1203        1
 2244        +     2405645     2407774         2130        1
 2245        +     2408006     2409484         1479        1
 2246        -     2409517     2410059          543        1
 2247        -     2410117     2410668          552        1
 2248        -     2410724     2411368          645        1
 2249        +     2411504     2412151          648        1
 2250        +     2412208     2412570          363        1
 2251        +     2412591     2413484          894        1
 2252        -     2413532     2414422          891        1
 2253        -     2414619     2415392          774        1
 2254        -     2415400     2416116          717        1
 2255        -     2416113     2416799          687        1
 2256        -     2416889     2417671          783        1
 2257        -     2417892     2418674          783        1
 2258        -     2418940     2419509          570        1
 2259        -     2419604     2421121         1518        1
 2260        -     2421158     2421646          489        1
 2261        -     2421905     2422567          663        1
 2262        -     2422557     2423825         1269        1
 2263        -     2423895     2424893          999        1
 2264        -     2424965     2425624          660        1
 2265        -     2425707     2426519          813        1
 2266        -     2426519     2427532         1014        1
 2267        -     2427598     2428734         1137        1
 2268        +     2428953     2429828          876        1
 2269        -     2429825     2431003         1179        1
 2270        -     2431268     2432488         1221        1
 2271        +     2432647     2434653         2007        1
 2272        -     2434774     2435052          279        1
 2273        -     2435086     2435634          549        1
 2274        -     2435634     2436443          810        1
 2275        -     2436443     2437267          825        1
 2276        -     2437271     2438356         1086        1
 2277        -     2438391     2439323          933        1
 2278        +     2439489     2440040          552        1
 2279        -     2440111     2440932          822        1
 2280        -     2440934     2441473          540        1
 2281        -     2441470     2441958          489        1
 2282        -     2441955     2442467          513        1
 2283        -     2442467     2443219          753        1
 2284        -     2443239     2444135          897        1
 2285        -     2444148     2445827         1680        1
 2286        -     2445966     2446529          564        1
 2287        -     2447210     2447695          486        1
 2288        -     2447898     2450042         2145        1
 2289        -     2450042     2451352         1311        1
 2290        -     2451533     2451775          243        1
 2291        +     2452183     2453529         1347        1
 2292        +     2453895     2454953         1059        1
 2293        -     2455135     2455890          756        1
 2294        +     2456184     2457116          933        1
 2295        +     2457428     2458585         1158        1
 2296        +     2458738     2459100          363        1
 2297        +     2459097     2460017          921        1
 2298        +     2460014     2461345         1332        1
 2299        +     2461686     2461988          303        1
 2300        -     2461960     2462400          441        1
 2301        -     2462427     2462945          519        1
 2302        -     2462995     2463270          276        1
 2303        -     2463270     2463758          489        1
 2304        -     2463761     2464129          369        1
 2305        +     2464470     2464850          381        1
 2306        +     2464916     2465740          825        1
 2307        +     2465841     2466404          564        1
 2308        +     2466401     2466757          357        1
 2309        +     2466757     2467062          306        1
 2310        +     2467194     2467394          201        1
 2311        -     2467578     2468513          936        1
 2312        +     2468731     2470068         1338        1
 2313        +     2470086     2471414         1329        1
 2314        -     2471522     2472976         1455        1
 2315        -     2473060     2474115         1056        1
 2316        +     2474639     2475253          615        1
 2317        +     2475258     2478851         3594        1
 2318        -     2478907     2480052         1146        1
 2319        -     2480126     2481070          945        1
 2320        -     2481140     2482834         1695        1
 2321        -     2482888     2484066         1179        1
 2322        -     2484651     2485286          636        1
 2323        -     2485515     2485658          144        1
 2324        -     2485934     2486176          243        1
 2325        +     2486667     2487449          783        1
 2326        -     2487941     2489179         1239        1
 2327        +     2489573     2491252         1680        1
 2328        +     2491249     2492001          753        1
 2329        +     2492014     2492871          858        1
 2330        -     2492874     2495369         2496        1
 2331        -     2495394     2496431         1038        1
 2332        -     2496431     2497516         1086        1
 2333        -     2497531     2498778         1248        1
 2334        -     2498800     2499126          327        1
 2335        -     2499345     2500310          966        1
 2336        +     2500538     2501770         1233        1
 2337        +     2501985     2502293          309        1
 2338        -     2502352     2503590         1239        1
 2339        +     2503926     2505128         1203        1
 2340        +     2505215     2506327         1113        1
 2341        -     2506527     2508776         2250        1
 2342        +     2508821     2509051          231        1
 2343        +     2509336     2509695          360        1
 2344        +     2509697     2510089          393        1
 2345        -     2510141     2511556         1416        1
 2346        -     2512477     2513376          900        1
 2347        -     2513613     2514869         1257        1
 2348        -     2514929     2515762          834        1
 2349        +     2516011     2516775          765        1
 2350        -     2516814     2517740          927        1
 2351        +     2517830     2518828          999        1
 2352        -     2518825     2519043          219        1
 2353        -     2519045     2521060         2016        1
 2354        -     2521131     2522117          987        1
 2355        +     2522347     2523108          762        1
 2356        +     2523293     2524264          972        1
 2357        +     2524648     2524905          258        1
 2358        +     2524950     2526677         1728        1
 2359        +     2526718     2527227          510        1
 2360        -     2527270     2528121          852        1
 2361        +     2528226     2528600          375        1
 2362        +     2528633     2529367          735        1
 2363        -     2529556     2530545          990        1
 2364        -     2530601     2531698         1098        1
 2365        -     2531688     2532563          876        1
 2366        -     2532563     2533396          834        1
 2367        -     2533396     2534412         1017        1
 2368        -     2534716     2535573          858        1
 2369        -     2535636     2536694         1059        1
 2370        +     2536672     2537553          882        1
 2371        +     2537557     2538981         1425        1
 2372        +     2538986     2540290         1305        1
 2373        -     2540530     2541429          900        1
 2374        -     2541525     2542040          516        1
 2375        -     2542161     2542610          450        1
 2376        -     2542597     2543022          426        1
 2377        +     2543236     2544105          870        1
 2378        +     2544109     2545008          900        1
 2379        -     2545014     2546066         1053        1
 2380        -     2546112     2546612          501        1
 2381        -     2546625     2547245          621        1
 2382        -     2547294     2548181          888        1
 2383        -     2548202     2549563         1362        1
 2384        -     2549575     2550978         1404        1
 2385        -     2550975     2552201         1227        1
 2386        -     2552418     2553605         1188        1
 2387        -     2553595     2554431          837        1
 2388        -     2554442     2555845         1404        1
 2389        -     2555857     2556144          288        1
 2390        -     2556251     2556586          336        1
 2391        -     2556583     2557599         1017        1
 2392        -     2557596     2558399          804        1
 2393        -     2558396     2559097          702        1
 2394        -     2559072     2559551          480        1
 2395        -     2559564     2559899          336        1
 2396        -     2560192     2562471         2280        1
 2397        +     2562760     2563710          951        1
 2398        +     2563730     2565733         2004        1
 2399        -     2565828     2566871         1044        1
 2400        -     2566997     2567572          576        1
 2401        -     2567640     2569316         1677        1
 2402        +     2569311     2569643          333        1
 2403        +     2569810     2571525         1716        1
 2404        +     2571689     2574802         3114        1
 2405        +     2575341     2575697          357        1
 2406        +     2575701     2576828         1128        1
 2407        +     2576832     2577056          225        1
 2408        -     2577166     2577888          723        1
 2409        -     2577938     2579953         2016        1
 2410        -     2579968     2580762          795        1
 2411        -     2580999     2581712          714        1
 2412        -     2581925     2582959         1035        1
 2413        -     2582976     2583854          879        1
 2414        +     2584126     2584572          447        1
 2415        +     2584572     2585042          471        1
 2416        +     2585256     2585912          657        1
 2417        +     2585912     2587930         2019        1
 2418        +     2587941     2588888          948        1
 2419        +     2588905     2590344         1440        1
 2420        +     2590356     2591006          651        1
 2421        +     2591026     2592591         1566        1
 2422        +     2592581     2594248         1668        1
 2423        +     2594258     2594803          546        1
 2424        +     2594800     2595558          759        1
 2425        +     2595551     2595964          414        1
 2426        +     2595994     2598006         2013        1
 2427        +     2598028     2598876          849        1
 2428        -     2598914     2599975         1062        1
 2429        +     2600188     2601651         1464        1
 2430        +     2601672     2602031          360        1
 2431        -     2602169     2602915          747        1
 2432        -     2602965     2604254         1290        1
 2433        -     2604340     2604966          627        1
 2434        +     2605276     2606328         1053        1
 2435        +     2606328     2606966          639        1
 2436        +     2607138     2609204         2067        1
 2437        +     2609209     2610750         1542        1
 2438        -     2610789     2613032         2244        1
 2439        -     2613214     2613366          153        1
 2440        +     2613889     2614404          516        1
 2441        +     2614420     2614959          540        1
 2442        -     2615052     2616629         1578        1
 2443        -     2616698     2618209         1512        1
 2444        +     2618326     2619696         1371        1
 2445        -     2619978     2621477         1500        1
 2446        -     2621568     2622746         1179        1
 2447        -     2622757     2623377          621        1
 2448        -     2623395     2624669         1275        1
 2449        -     2624780     2625898         1119        1
 2450        -     2625925     2626938         1014        1
 2451        -     2627223     2628377         1155        1
 2452        -     2628527     2628958          432        1
 2453        -     2629107     2631419         2313        1
 2454        -     2631420     2636381         4962        1
 2455        +     2636576     2637433          858        1
 2456        -     2638251     2639027          777        1
 2457        -     2639169     2640452         1284        1
 2458        -     2640630     2640830          201        1
 2459        -     2640842     2641177          336        1
 2460        -     2641179     2643029         1851        1
 2461        -     2643046     2643561          516        1
 2462        -     2643657     2643980          324        1
 2463        -     2643997     2644383          387        1
 2464        -     2644411     2645646         1236        1
 2465        -     2645737     2646225          489        1
 2466        -     2646677     2647417          741        1
 2467        +     2647545     2648339          795        1
 2468        +     2648457     2649338          882        1
 2469        +     2649508     2650809         1302        1
 2470        -     2650801     2651940         1140        1
 2471        -     2652100     2653083          984        1
 2472        +     2653126     2654487         1362        1
 2473        +     2654484     2655002          519        1
 2474        +     2655002     2655322          321        1
 2475        +     2655319     2656131          813        1
 2476        +     2656141     2657343         1203        1
 2477        +     2657440     2657862          423        1
 2478        -     2657910     2658782          873        1
 2479        -     2658794     2659888         1095        1
 2480        -     2659921     2660919          999        1
 2481        -     2660944     2662455         1512        1
 2482        -     2662478     2663422          945        1
 2483        -     2663558     2666839         3282        1
 2484        +     2666957     2668150         1194        1
 2485        -     2668348     2669607         1260        1
 2486        +     2669705     2669881          177        1
 2487        +     2669908     2671119         1212        1
 2488        -     2671164     2671502          339        1
 2489        -     2671563     2672897         1335        1
 2490        -     2672887     2673534          648        1
 2491        +     2673534     2673698          165        1
 2492        -     2673765     2675147         1383        1
 2493        -     2675750     2679637         3888        1
 2494        +     2679895     2681451         1557        1
 2495        -     2681448     2681984          537        1
 2496        -     2682009     2682623          615        1
 2497        +     2682853     2683701          849        1
 2498        +     2683757     2684017          261        1
 2499        -     2684712     2685092          381        1
 2500        -     2685092     2685838          747        1
 2501        -     2685835     2686563          729        1
 2502        -     2686575     2687480          906        1
 2503        -     2687477     2688157          681        1
 2504        -     2688429     2689403          975        1
 2505        -     2689419     2691218         1800        1
 2506        -     2691416     2691895          480        1
 2507        -     2691892     2692848          957        1
 2508        -     2692848     2693498          651        1
 2509        -     2693531     2694106          576        1
 2510        -     2694103     2694258          156        1
 2511        +     2694514     2696136         1623        1
 2512        -     2696121     2696780          660        1
 2513        +     2696990     2698324         1335        1
 2514        -     2698533     2699459          927        1
 2515        +     2699652     2700104          453        1
 2516        -     2700160     2700543          384        1
 2517        +     2700848     2701537          690        1
 2518        -     2701585     2702622         1038        1
 2519        +     2702829     2703248          420        1
 2520        +     2703491     2704015          525        1
 2521        +     2704047     2706707         2661        1
 2522        +     2706821     2708176         1356        1
 2523        +     2708273     2708545          273        1
 2524        -     2708542     2709840         1299        1
 2525        -     2709956     2710156          201        1
 2526        -     2715694     2718279         2586        1
 2527        -     2718397     2719128          732        1
 2528        -     2719125     2720105          981        1
 2529        +     2720240     2720977          738        1
 2530        +     2721248     2721589          342        1
 2531        +     2721839     2722999         1161        1
 2532        -     2723042     2724163         1122        1
 2533        -     2724174     2725313         1140        1
 2534        +     2725415     2725819          405        1
 2535        +     2725969     2726487          519        1
 2536        +     2726477     2727703         1227        1
 2537        +     2727719     2728201          483        1
 2538        -     2728277     2728624          348        1
 2539        -     2728666     2729433          768        1
 2540        -     2729464     2730015          552        1
 2541        -     2730031     2730339          309        1
 2542        -     2730528     2731889         1362        1
 2543        +     2731981     2732847          867        1
 2544        +     2732892     2734154         1263        1
 2545        -     2734209     2734802          594        1
 2546        -     2734799     2734936          138        1
 2547        +     2734997     2735803          807        1
 2548        +     2735889     2737550         1662        1
 2549        +     2737699     2738040          342        1
 2550        -     2738102     2738392          291        1
 2551        -     2738382     2738858          477        1
 2552        +     2738990     2739472          483        1
 2553        -     2739469     2739573          105        1
 2554        +     2740253     2741494         1242        1
 2555        -     2741738     2742814         1077        1
 2556        +     2743079     2744488         1410        1
 2557        +     2744641     2745267          627        1
 2558        -     2745445     2747634         2190        1
 2559        -     2747631     2749247         1617        1
 2560        -     2749607     2749870          264        1
 2561        +     2750012     2751085         1074        1
 2562        +     2751078     2751449          372        1
 2563        +     2751804     2752667          864        1
 2564        -     2752831     2753007          177        1
 2565        +     2753008     2753580          573        1
 2566        +     2753797     2754498          702        1
 2567        +     2754539     2754775          237        1
 2568        +     2754775     2755218          444        1
 2569        +     2755284     2755709          426        1
 2570        -     2755934     2756248          315        1
 2571        -     2756261     2756854          594        1
 2572        -     2756930     2757130          201        1
 2573        +     2757412     2759115         1704        1
 2574        +     2760013     2760471          459        1
 2575        +     2760480     2760962          483        1
 2576        -     2761203     2761520          318        1
 2577        +     2761547     2761876          330        1
 2578        -     2762240     2766739         4500        1
 2579        -     2767732     2768523          792        1
 2580        -     2768623     2769105          483        1
 2581        +     2770842     2771528          687        1
 2582        +     2771541     2772332          792        1
 2583        +     2773079     2774056          978        1
 2584        +     2774076     2775344         1269        1
 2585        +     2775367     2776815         1449        1
 2586        +     2776829     2778109         1281        1
 2587        +     2778347     2779747         1401        1
 2588        +     2779750     2780430          681        1
 2589        -     2780431     2780880          450        1
 2590        -     2780964     2781122          159        1
 2591        +     2781305     2781604          300        1
 2592        +     2781614     2782138          525        1
 2593        -     2782185     2782589          405        1
 2594        +     2783336     2783707          372        1
 2595        -     2783744     2784088          345        1
 2596        +     2784228     2784569          342        1
 2597        +     2784817     2785062          246        1
 2598        +     2785059     2785469          411        1
 2599        +     2785481     2787586         2106        1
 2600        +     2787596     2788555          960        1
 2601        +     2788909     2790111         1203        1
 2602        +     2790104     2791168         1065        1
 2603        +     2791226     2792218          993        1
 2604        +     2792410     2792676          267        1
 2605        +     2792670     2793587          918        1
 2606        +     2793756     2794448          693        1
 2607        +     2794438     2794773          336        1
 2608        +     2794864     2795394          531        1
 2609        +     2795521     2796693         1173        1
 2610        +     2796710     2798248         1539        1
 2611        -     2798312     2798506          195        1
 2612        -     2798491     2798826          336        1
 2613        -     2798976     2800532         1557        1
 2614        -     2800605     2801033          429        1
 2615        -     2801030     2801596          567        1
 2616        -     2803054     2803239          186        1
 2617        -     2803474     2805828         2355        1
 2618        +     2805790     2806191          402        1
 2619        -     2806232     2806732          501        1
 2620        -     2806801     2807877         1077        1
 2621        -     2807942     2808439          498        1
 2622        -     2808584     2809669         1086        1
 2623        +     2809925     2810488          564        1
 2624        +     2810485     2811444          960        1
 2625        +     2811455     2811826          372        1
 2626        +     2811830     2812609          780        1
 2627        +     2812714     2813073          360        1
 2628        +     2813140     2813913          774        1
 2629        +     2813906     2814871          966        1
 2630        -     2814868     2816457         1590        1
 2631        +     2816569     2818008         1440        1
 2632        +     2818005     2819138         1134        1
 2633        -     2819266     2821518         2253        1
 2634        -     2821671     2821889          219        1
 2635        -     2822347     2823366         1020        1
 2636        +     2823617     2825074         1458        1
 2637        +     2825077     2826507         1431        1
 2638        -     2826666     2827103          438        1
 2639        -     2827129     2827539          411        1
 2640        -     2827536     2828303          768        1
 2641        -     2828303     2828845          543        1
 2642        -     2828855     2830585         1731        1
 2643        -     2830582     2831505          924        1
 2644        -     2831508     2833157         1650        1
 2645        +     2833349     2833846          498        1
 2646        -     2834067     2834528          462        1
 2647        +     2834728     2835090          363        1
 2648        +     2835205     2835966          762        1
 2649        +     2835957     2836229          273        1
 2650        +     2836229     2837350         1122        1
 2651        +     2837347     2838357         1011        1
 2652        +     2838446     2840509         2064        1
 2653        -     2840546     2840899          354        1
 2654        -     2840976     2841110          135        1
 2655        +     2841186     2843747         2562        1
 2656        +     2843853     2844509          657        1
 2657        -     2844560     2845357          798        1
 2658        +     2845523     2846431          909        1
 2659        +     2846428     2847594         1167        1
 2660        +     2847686     2848324          639        1
 2661        +     2848356     2849105          750        1
 2662        +     2849194     2850558         1365        1
 2663        -     2850652     2851527          876        1
 2664        -     2851546     2851680          135        1
 2665        -     2851707     2852696          990        1
 2666        -     2852986     2853612          627        1
 2667        -     2853606     2854367          762        1
 2668        -     2854348     2855397         1050        1
 2669        -     2855394     2855873          480        1
 2670        -     2855873     2856583          711        1
 2671        -     2856602     2856913          312        1
 2672        -     2857107     2857430          324        1
 2673        -     2857480     2858085          606        1
 2674        -     2858085     2859512         1428        1
 2675        -     2859514     2860422          909        1
 2676        +     2860674     2861711         1038        1
 2677        -     2862662     2862970          309        1
 2678        -     2862948     2863865          918        1
 2679        -     2863881     2864480          600        1
 2680        -     2865144     2866169         1026        1
 2681        -     2866248     2866730          483        1
 2682        -     2866723     2868231         1509        1
 2683        -     2868646     2871144         2499        1
 2684        -     2871671     2872405          735        1
 2685        -     2872480     2874192         1713        1
 2686        -     2874192     2875991         1800        1
 2687        +     2876307     2876672          366        1
 2688        +     2876750     2878021         1272        1
 2689        +     2878289     2878864          576        1
 2690        -     2879012     2879872          861        1
 2691        -     2879869     2880648          780        1
 2692        -     2880626     2882035         1410        1
 2693        -     2882057     2883511         1455        1
 2694        -     2883581     2884441          861        1
 2695        +     2884685     2885962         1278        1
 2696        +     2885989     2887467         1479        1
 2697        -     2888840     2889511          672        1
 2698        +     2889650     2889790          141        1
 2699        +     2889804     2890676          873        1
 2700        -     2890736     2892034         1299        1
 2701        -     2892122     2893759         1638        1
 2702        -     2893987     2894778          792        1
 2703        -     2894849     2895184          336        1
 2704        -     2895184     2895432          249        1
 2705        -     2895510     2897744         2235        1
 2706        -     2897792     2899093         1302        1
 2707        +     2899150     2901906         2757        1
 2708        -     2902138     2903502         1365        1
 2709        -     2903499     2904839         1341        1
 2710        -     2904841     2906193         1353        1
 2711        -     2906628     2907077          450        1
 2712        -     2907095     2907877          783        1
 2713        -     2907877     2908206          330        1
 2714        -     2908453     2908581          129        1
 2715        -     2908828     2909373          546        1
 2716        +     2909441     2910289          849        1
 2717        -     2910512     2910829          318        1
 2718        +     2910830     2911765          936        1
 2719        +     2912322     2913611         1290        1
 2720        +     2913669     2915036         1368        1
 2721        +     2915148     2915903          756        1
 2722        -     2915958     2917109         1152        1
 2723        -     2917134     2917781          648        1
 2724        +     2918328     2919644         1317        1
 2725        +     2919677     2921452         1776        1
 2726        +     2921531     2922979         1449        1
 2727        +     2922981     2923403          423        1
 2728        +     2923461     2924192          732        1
 2729        -     2924236     2925336         1101        1
 2730        -     2925329     2925724          396        1
 2731        -     2925743     2926660          918        1
 2732        -     2927011     2927241          231        1
 2733        +     2927430     2928635         1206        1
 2734        +     2928635     2929078          444        1
 2735        -     2929129     2929935          807        1
 2736        -     2930174     2931271         1098        1
 2737        -     2931850     2933193         1344        1
 2738        +     2933269     2934666         1398        1
 2739        -     2934728     2936554         1827        1
 2740        -     2936554     2940096         3543        1
 2741        -     2940089     2942977         2889        1
 2742        -     2943153     2946521         3369        1
 2743        -     2946534     2946857          324        1
 2744        -     2946842     2947249          408        1
 2745        -     2947246     2947809          564        1
 2746        -     2947800     2948270          471        1
 2747        +     2948280     2948453          174        1
 2748        -     2948454     2949248          795        1
 2749        -     2949255     2950130          876        1
 2750        -     2950281     2952527         2247        1
 2751        -     2952540     2953070          531        1
 2752        +     2953755     2954444          690        1
 2753        +     2954513     2955226          714        1
 2754        +     2955364     2955582          219        1
 2755        +     2955690     2956730         1041        1
 2756        -     2956762     2957955         1194        1
 2757        -     2957948     2960107         2160        1
 2758        +     2960692     2961723         1032        1
 2759        -     2961730     2962992         1263        1
 2760        +     2963114     2964049          936        1
 2761        -     2964036     2964728          693        1
 2762        -     2964857     2966215         1359        1
 2763        -     2966590     2967351          762        1
 2764        -     2967381     2968217          837        1
 2765        -     2968504     2969685         1182        1
 2766        +     2969940     2971169         1230        1
 2767        +     2971743     2972261          519        1
 2768        +     2972595     2973404          810        1
 2769        +     2973397     2973879          483        1
 2770        -     2973912     2974052          141        1
 2771        +     2974647     2975093          447        1
 2772        +     2975361     2975852          492        1
 2773        +     2976187     2977563         1377        1
 2774        +     2978134     2978508          375        1
 2775        -     2978553     2978999          447        1
 2776        -     2979030     2979185          156        1
 2777        -     2979407     2979838          432        1
 2778        -     2979841     2980113          273        1
 2779        -     2980465     2981256          792        1
 2780        -     2981328     2981738          411        1
 2781        -     2981782     2982081          300        1
 2782        -     2982127     2982933          807        1
 2783        +     2983049     2983174          126        1
 2784        -     2983229     2983579          351        1
 2785        +     2983578     2983748          171        1
 2786        -     2983981     2984172          192        1
 2787        +     2984399     2986696         2298        1
 2788        +     2986707     2987585          879        1
 2789        +     2987582     2988061          480        1
 2790        -     2988101     2989879         1779        1
 2791        +     2990355     2991545         1191        1
